transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,daily_percent_change
219,20-08-2023,CUST219,Female,53,Electronics,3,30,90,-82.0
220,03-03-2023,CUST220,Male,64,Beauty,1,500,500,316.6666667
221,07-05-2023,CUST221,Male,39,Beauty,2,300,600,1100.0
222,26-04-2023,CUST222,Male,51,Clothing,4,30,120,300.0
223,02-02-2023,CUST223,Female,64,Clothing,1,25,25,-83.33333333
224,23-06-2023,CUST224,Female,25,Clothing,1,50,50,-58.33333333
225,11-01-2023,CUST225,Female,57,Beauty,4,25,100,11.11111111
226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,-50.0
227,11-10-2023,CUST227,Male,36,Electronics,2,50,100,-50.0
228,28-04-2023,CUST228,Female,59,Electronics,2,30,60,20.0
229,29-10-2023,CUST229,Male,58,Beauty,3,30,90,80.0
230,23-04-2023,CUST230,Male,54,Beauty,1,25,25,-75.0
231,04-01-2023,CUST231,Female,23,Clothing,3,50,150,-85.0
232,06-02-2023,CUST232,Female,43,Beauty,1,25,25,-83.33333333
233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,500.0
234,20-11-2023,CUST234,Female,62,Electronics,2,25,50,-50.0
235,31-01-2023,CUST235,Female,23,Electronics,2,500,1000,900.0
236,28-04-2023,CUST236,Female,54,Clothing,1,25,25,-58.33333333
237,04-02-2023,CUST237,Female,50,Beauty,2,500,1000,733.3333333
238,17-01-2023,CUST238,Female,39,Beauty,1,500,500,-75.0
239,19-06-2023,CUST239,Male,38,Electronics,3,500,1500,5900.0
240,06-02-2023,CUST240,Female,23,Beauty,1,300,300,900.0
241,21-09-2023,CUST241,Female,23,Electronics,3,25,75,25.0
242,02-05-2023,CUST242,Male,21,Clothing,1,25,25,-72.22222222
243,23-05-2023,CUST243,Female,47,Electronics,3,300,900,-55.0
244,09-12-2023,CUST244,Male,28,Beauty,2,50,100,-91.66666667
245,06-09-2023,CUST245,Male,47,Clothing,3,30,90,-55.0
246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,-66.66666667
247,04-10-2023,CUST247,Male,41,Electronics,2,30,60,-33.33333333
248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,350.0
249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,-16.66666667
250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,-50.0
251,31-08-2023,CUST251,Female,57,Beauty,4,50,200,300.0
252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,-70.0
253,31-08-2023,CUST253,Female,53,Clothing,4,500,2000,900.0
254,28-07-2023,CUST254,Male,41,Electronics,1,500,500,-44.44444444
255,08-04-2023,CUST255,Male,48,Clothing,1,30,30,-97.5
256,18-02-2023,CUST256,Male,23,Clothing,2,500,1000,11.11111111
257,19-02-2023,CUST257,Male,19,Beauty,4,500,2000,7900.0
258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,-66.66666667
259,09-08-2023,CUST259,Female,45,Clothing,4,50,200,100.0
260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,-33.33333333
261,05-08-2023,CUST261,Male,21,Clothing,2,25,50,66.66666667
262,30-07-2023,CUST262,Female,32,Beauty,4,30,120,-20.0
263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,-70.0
264,28-01-2023,CUST264,Male,47,Clothing,3,300,900,1400.0
265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,1700.0
266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,-40.0
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,260.0
268,20-02-2023,CUST268,Female,28,Electronics,1,30,30,-97.0
269,01-02-2023,CUST269,Male,25,Clothing,4,500,2000,33.33333333
270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,-40.0
271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,0.0
272,25-02-2023,CUST272,Female,61,Electronics,2,50,100,-88.88888889
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,-90.0
274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,1900.0
275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,3233.333333
276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,-16.66666667
277,18-08-2023,CUST277,Male,36,Clothing,4,25,100,-88.88888889
278,13-03-2023,CUST278,Female,37,Clothing,4,25,100,100.0
279,05-08-2023,CUST279,Male,50,Clothing,1,500,500,-44.44444444
280,04-04-2023,CUST280,Female,37,Clothing,3,500,1500,400.0
281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,1233.333333
282,25-08-2023,CUST282,Female,64,Electronics,4,50,200,166.6666667
283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,566.6666667
284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,-33.33333333
285,15-08-2023,CUST285,Female,31,Electronics,1,25,25,-87.5
286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,100.0
287,20-02-2023,CUST287,Male,54,Clothing,4,25,100,233.3333333
288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,140.0
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,-80.0
290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,200.0
291,08-01-2023,CUST291,Male,60,Clothing,2,300,600,700.0
292,17-02-2023,CUST292,Male,20,Beauty,4,300,1200,33.33333333
293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,260.0
294,27-03-2023,CUST294,Female,23,Clothing,3,30,90,-82.0
295,28-07-2023,CUST295,Female,27,Beauty,3,300,900,80.0
296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,1233.333333
297,04-09-2023,CUST297,Female,40,Electronics,2,500,1000,233.3333333
298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,2300.0
299,25-07-2023,CUST299,Male,61,Electronics,2,500,1000,1900.0
300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,-80.0
301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,-76.0
302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,-33.33333333
303,02-01-2023,CUST303,Male,19,Electronics,3,30,90,-92.5
304,19-07-2023,CUST304,Female,37,Electronics,2,30,60,-70.0
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,-95.0
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,-16.66666667
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,-66.66666667
308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,2300.0
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,-95.0
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,-95.0
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,-93.33333333
312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,-90.0
313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,150.0
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,20.0
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,20.0
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,0.0
317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,-85.0
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,-75.0
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,733.3333333
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,33.33333333
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,-96.66666667
322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,900.0
323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,1700.0
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,-90.0
325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,-58.33333333
326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,-93.75
327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,-50.0
328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,100.0
329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,-80.0
330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,0.0
331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,260.0
332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,0.0
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,900.0
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,200.0
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,-90.0
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,-83.33333333
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,400.0
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,-66.66666667
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,-90.0
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,300.0
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,-66.66666667
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,3900.0
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,-75.0
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,-98.5
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,-70.0
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,1011.111111
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,-50.0
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,1900.0
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,-44.44444444
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,-95.0
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,-90.0
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,0.0
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,0.0
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,233.3333333
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,1900.0
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,650.0
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,0.0
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,900.0
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,-50.0
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,-88.88888889
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,1900.0
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,-98.33333333
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,-50.0
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,566.6666667
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,-70.0
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,-93.33333333
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,0.0
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,3900.0
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,4900.0
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,-40.0
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,-58.33333333
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,900.0
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,-50.0
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,-93.75
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,-66.66666667
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,-96.66666667
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,700.0
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,-66.66666667
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,-87.5
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,900.0
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,100.0
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,11.11111111
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,-91.0
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,150.0
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,4900.0
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,500.0
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,-94.0
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,-87.5
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,-16.66666667
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,300.0
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,-44.44444444
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,100.0
